player_id,batsman,bat_hand,matches_played,runs_scored,balls_faced,batting_strike_rate,dismissals,boundary_runs,boundary_balls,4s,6s,dots,dot_percent,boundary_percent,batting_average,Country
521637,Ben Duckett,LHB,146,3826,2753,138.98,128,2272,531,457,74,893,32.44,59.38,29.89,England
480603,Iftikhar Ahmed,RHB,178,3823,2877,132.88,133,2168,451,269,182,962,33.44,56.71,28.74,Pakistan
603410,Ben McDermott,RHB,148,3761,2822,133.27,125,2172,454,276,178,1036,36.71,57.75,30.09,Australia
299572,Sikandar Raza,RHB,175,3743,2772,135.03,155,2180,455,275,180,1025,36.98,58.24,24.15,Zimbabwe
6161,Michael Klinger,RHB,120,3712,3025,122.71,107,1922,433,338,95,1070,35.37,51.78,34.69,Australia
381743,Daryl Mitchell,RHB,140,3693,2622,140.85,117,1898,399,248,151,708,27.0,51.39,31.56,New Zealand
820351,Rovman Powell,RHB,188,3661,2627,139.36,152,2352,469,231,238,1033,39.32,64.24,24.09,West Indies
297433,Jonny Bairstow,RHB,124,3655,2564,142.55,113,2372,509,341,168,969,37.79,64.9,32.35,England
41028,Kamran Akmal,RHB,135,3652,2655,137.55,130,2552,563,413,150,1127,42.45,69.88,28.09,Pakistan
56029,Mushfiqur Rahim,RHB,162,3634,2872,126.53,131,1880,419,317,102,899,31.3,51.73,27.74,Bangladesh
720471,Ishan Kishan,LHB,138,3633,2728,133.17,129,2404,520,358,162,1118,40.98,66.17,28.16,India
30045,Dinesh Karthik,RHB,186,3568,2452,145.51,124,2204,481,341,140,797,32.5,61.77,28.77,India
259410,Ahmed Shehzad,RHB,135,3475,2884,120.49,130,2024,470,398,72,1163,40.33,58.24,26.73,Pakistan
267192,Steven Smith,RHB,124,3471,2632,131.88,107,1832,411,317,94,823,31.27,52.78,32.44,Australia
221140,David Wiese,RHB,209,3452,2420,142.64,146,2010,413,234,179,790,32.64,58.23,23.64,Namibia
525992,Adam Hose,RHB,139,3452,2430,142.06,117,2052,445,309,136,811,33.37,59.44,29.5,England
600498,Aiden Markram,RHB,128,3432,2571,133.49,108,1842,401,282,119,814,31.66,53.67,31.78,South Africa
5961,Moises Henriques,RHB,154,3418,2649,129.03,119,1620,349,237,112,811,30.62,47.4,28.72,Australia
28081,MS Dhoni,RHB,168,3396,2525,134.5,101,1950,402,231,171,899,35.6,57.42,33.62,India
46543,Wayne Madsen,RHB,119,3395,2373,143.07,96,1934,440,353,87,703,29.62,56.97,35.36,Italy
251721,Adam Lyth,LHB,120,3391,2191,154.77,116,2306,504,359,145,785,35.83,68.0,29.23,England
290630,Manish Pandey,RHB,137,3382,2713,124.66,104,1656,364,264,100,861,31.74,48.97,32.52,India
18632,Samit Patel,RHB,180,3371,2731,123.43,140,1842,410,309,101,957,35.04,54.64,24.08,England
277916,Ajinkya Rahane,RHB,127,3327,2636,126.21,118,1794,409,330,79,920,34.9,53.92,28.19,India
604527,Nitish Rana,LHB,121,3299,2454,134.43,110,2156,460,302,158,967,39.41,65.35,29.99,India
233901,Shan Masood,LHB,124,3286,2552,128.76,117,1790,422,371,51,871,34.13,54.47,28.09,Pakistan
494230,Asif Ali,RHB,212,3198,2202,145.23,171,2076,412,198,214,828,37.6,64.92,18.7,Pakistan
662973,Sam Curran,LHB,183,3131,2363,132.5,149,1810,380,235,145,832,35.21,57.81,21.01,England
51439,Dwayne Bravo,RHB,241,3108,2465,126.09,165,1722,351,192,159,925,37.53,55.41,18.84,West Indies
53118,Dwayne Smith,RHB,124,3095,2515,123.06,117,2128,466,334,132,1175,46.72,68.76,26.45,West Indies
23508,Riki Wessels,RHB,115,3095,2292,135.03,107,1948,428,310,118,850,37.09,62.94,28.93,England
33335,Suresh Raina,LHB,119,3095,2330,132.83,104,1806,400,297,103,781,33.52,58.35,29.76,India
227758,Imad Wasim,LHB,214,3076,2366,130.01,146,1676,372,278,94,782,33.05,54.49,21.07,Pakistan
303423,Andy Balbirnie,RHB,133,3073,2426,126.67,129,1848,418,330,88,962,39.65,60.14,23.82,Ireland
530011,Travis Head,LHB,114,3067,2144,143.05,99,1872,398,258,140,757,35.31,61.04,30.98,Australia
1060380,Ruturaj Gaikwad,RHB,87,3060,2229,137.28,75,1838,402,287,115,769,34.5,60.07,40.8,India
974087,Rahmanullah Gurbaz,RHB,132,3050,2108,144.69,131,2152,443,253,190,919,43.6,70.56,23.28,Afghanistan
6683,Shaun Marsh,LHB,98,3023,2386,126.7,90,1664,375,293,82,851,35.67,55.04,33.59,Australia
595739,Leus du Plooy,LHB,122,3012,2207,136.47,93,1616,355,257,98,694,31.45,53.65,32.39,England
355269,James Neesham,LHB,170,3011,2092,143.93,123,1768,376,244,132,647,30.93,58.72,24.48,New Zealand
670035,Brandon King,RHB,123,2965,2264,130.96,110,2050,440,295,145,999,44.13,69.14,26.95,West Indies
227760,Sarfaraz Ahmed,RHB,144,2962,2343,126.42,113,1428,329,273,56,695,29.66,48.21,26.21,Pakistan
246005,Sam Northeast,RHB,101,2957,2315,127.73,93,1540,347,271,76,731,31.58,52.08,31.8,England
272450,Mitchell Marsh,RHB,117,2955,2164,136.55,96,1740,369,237,132,765,35.35,58.88,30.78,Australia
50710,Kumar Sangakkara,LHB,107,2948,2264,130.21,100,1652,378,308,70,791,34.94,56.04,29.48,Sri Lanka
379774,Colin Ackermann,RHB,133,2943,2353,125.07,114,1420,318,244,74,756,32.13,48.25,25.82,Netherlands
308251,David Willey,LHB,151,2932,2165,135.43,122,1788,373,225,148,828,38.24,60.98,24.03,England
33141,Ambati Rayudu,RHB,131,2925,2302,127.06,108,1748,369,233,136,852,37.01,59.76,27.08,India
317273,Umar Akmal,RHB,126,2911,2145,135.71,102,1752,364,216,148,772,35.99,60.19,28.54,Pakistan
297498,Ian Cockbain,RHB,104,2898,2119,136.76,80,1634,358,257,101,661,31.19,56.38,36.22,England
7502,Luke Ronchi,RHB,111,2895,1822,158.89,105,2060,442,296,146,654,35.89,71.16,27.57,New Zealand
922943,Shadab Khan,RHB,177,2893,2114,136.85,148,1642,340,199,141,719,34.01,56.76,19.55,Pakistan
631668,Stephen Eskinazi,RHB,95,2883,2052,140.5,88,1656,376,300,76,626,30.51,57.44,32.76,England
959759,Finn Allen,RHB,95,2869,1674,171.39,93,2116,444,274,170,619,36.98,73.75,30.85,New Zealand
1137262,Azam Khan,RHB,135,2863,1937,147.81,114,2052,422,240,182,763,39.39,71.67,25.11,Pakistan
315586,Chadwick Walton,RHB,142,2852,2244,127.09,124,1788,379,243,136,942,41.98,62.69,23.0,West Indies
436677,Soumya Sarkar,LHB,170,2846,2412,117.99,158,1766,390,287,103,1070,44.36,62.05,18.01,Bangladesh
935995,Afif Hossain,LHB,136,2799,2269,123.36,118,1578,346,249,97,889,39.18,56.38,23.72,Bangladesh
524049,Najibullah Zadran,LHB,145,2753,2067,133.19,106,1636,338,196,142,797,38.56,59.43,25.97,Afghanistan
877051,Tom Banton,RHB,109,2735,1888,144.86,106,1854,403,282,121,725,38.4,67.79,25.8,England
47660,Ryan ten Doeschate,RHB,133,2724,2170,125.53,104,1228,262,172,90,653,30.09,45.08,26.19,Netherlands
662235,Josh Inglis,RHB,100,2721,1825,149.1,85,1668,370,276,94,574,31.45,61.3,32.01,Australia
280490,JJ Smuts,RHB,111,2715,2064,131.54,99,1734,383,282,101,808,39.15,63.87,27.42,South Africa
911707,Harry Brook,RHB,107,2713,1810,149.89,84,1608,342,222,120,522,28.84,59.27,32.3,England
419873,Mohammad Shahzad,RHB,97,2707,1989,136.1,85,1932,419,291,128,869,43.69,71.37,31.85,Afghanistan
629074,Kusal Mendis,RHB,103,2698,1992,135.44,96,1684,359,235,124,756,37.95,62.42,28.1,Sri Lanka
437316,Dasun Shanaka,RHB,142,2665,1968,135.42,108,1666,346,205,141,736,37.4,62.51,24.68,Sri Lanka
233514,Thisara Perera,LHB,171,2632,1748,150.57,130,1654,341,196,145,590,33.75,62.84,20.25,Sri Lanka
11745,Steven Croft,RHB,108,2582,2027,127.38,77,1256,270,182,88,635,31.33,48.64,33.53,England
35582,Robin Uthappa,RHB,101,2558,1887,135.56,98,1610,352,251,101,716,37.94,62.94,26.1,India
308408,Josh Cobb,RHB,107,2551,1936,131.77,97,1582,339,226,113,729,37.65,62.01,26.3,England
641423,Dan Lawrence,RHB,104,2549,1786,142.72,99,1490,325,230,95,563,31.52,58.45,25.75,England
462727,Tom Abell,RHB,98,2531,1824,138.76,74,1350,307,246,61,496,27.19,53.34,34.2,England
348056,Kyle Mayers,LHB,116,2506,1882,133.16,113,1810,377,226,151,892,47.4,72.23,22.18,West Indies
438563,Mark Chapman,LHB,111,2486,1823,136.37,93,1428,310,216,94,630,34.56,57.44,26.73,New Zealand
288617,Ross Whiteley,LHB,145,2486,1829,135.92,113,1446,293,156,137,635,34.72,58.17,22.0,England
500268,Ashton Turner,RHB,134,2481,1756,141.29,95,1292,273,173,100,520,29.61,52.08,26.12,Australia
388678,Ben Dunk,LHB,114,2464,1860,132.47,101,1400,300,200,100,662,35.59,56.82,24.4,Australia
398438,Mayank Agarwal,RHB,100,2453,1808,135.67,93,1482,328,243,85,637,35.23,60.42,26.38,India
581379,Shai Hope,RHB,103,2447,1901,128.72,94,1416,298,186,112,703,36.98,57.87,26.03,West Indies
629058,Najmul Hossain Shanto,LHB,114,2434,2168,112.27,102,1282,294,241,53,888,40.96,52.67,23.86,Bangladesh
230371,Ben Cutting,RHB,140,2428,1679,144.61,109,1574,320,173,147,641,38.18,64.83,22.28,Australia
628240,Hussain Talat,LHB,109,2424,1943,124.76,89,1268,285,221,64,658,33.87,52.31,27.24,Pakistan
262456,Dane Vilas,RHB,120,2422,1832,132.21,97,1152,253,183,70,501,27.35,47.56,24.97,South Africa
215155,Usman Khawaja,LHB,81,2417,1746,138.43,74,1478,347,302,45,628,35.97,61.15,32.66,Australia
348148,Mohammad Nawaz,LHB,159,2416,1942,124.41,115,1388,294,188,106,759,39.08,57.45,21.01,Pakistan
446763,Rahul Tripathi,RHB,101,2397,1728,138.72,88,1504,332,244,88,629,36.4,62.75,27.24,India
373538,Sabbir Rahman,RHB,114,2397,2027,118.25,111,1340,292,206,86,808,39.86,55.9,21.59,Bangladesh
516039,Alex Davies,RHB,102,2389,1827,130.76,91,1352,313,263,50,631,34.54,56.59,26.25,England
326434,Alex Carey,LHB,93,2387,1865,127.99,88,1306,294,229,65,658,35.28,54.71,27.12,Australia
43266,Sohaib Maqsood,RHB,95,2377,1753,135.6,85,1550,330,215,115,691,39.42,65.21,27.96,Pakistan
457280,Adam Rossington,RHB,114,2368,1597,148.28,110,1656,366,270,96,610,38.2,69.93,21.53,England
1124282,Josh Philippe,RHB,104,2333,1770,131.81,95,1280,287,221,66,622,35.14,54.86,24.56,Australia
1151278,Yashasvi Jaiswal,LHB,80,2311,1581,146.17,76,1690,376,283,93,656,41.49,73.13,30.41,India
1241277,Muhammad Waseem,RHB,66,2299,1502,153.06,61,1586,326,185,141,583,38.81,68.99,37.69,United Arab Emirates
233680,Jonathan Wells,RHB,100,2285,1906,119.88,66,960,219,177,42,593,31.11,42.01,34.62,Australia
43906,Hashim Amla,RHB,80,2281,1796,127.0,69,1266,287,228,59,613,34.13,55.5,33.06,South Africa
19296,Kevin Pietersen,RHB,76,2278,1651,137.98,69,1294,275,178,97,533,32.28,56.8,33.01,England
227762,Sharjeel Khan,LHB,94,2276,1662,136.94,92,1696,365,247,118,778,46.81,74.52,24.74,Pakistan
24605,Kevin O'Brien,RHB,107,2269,1672,135.71,98,1366,293,196,97,617,36.9,60.2,23.15,Ireland
55395,Colin de Grandhomme,RHB,130,2264,1538,147.2,102,1370,279,152,127,510,33.16,60.51,22.2,New Zealand
279810,Wriddhiman Saha,RHB,107,2258,1828,123.52,97,1284,295,243,52,691,37.8,56.86,23.28,India
4451,George Bailey,RHB,97,2237,1744,128.27,75,1128,252,192,60,562,32.22,50.42,29.83,Australia
362201,Lewis Gregory,RHB,145,2232,1611,138.55,109,1248,268,180,88,528,32.77,55.91,20.48,England
470501,Graham Clark,RHB,92,2224,1529,145.45,87,1400,317,251,66,542,35.45,62.95,25.56,England
333624,Alex Ross,RHB,101,2211,1749,126.42,78,1132,242,160,82,584,33.39,51.2,28.35,Australia
53115,Daren Sammy,RHB,142,2211,1584,139.58,111,1364,272,134,138,600,37.88,61.69,19.92,West Indies
211748,Benny Howell,RHB,131,2193,1564,140.22,97,1192,252,160,92,449,28.71,54.35,22.61,England
211855,Liam Dawson,RHB,142,2183,1829,119.35,112,1024,222,154,68,617,33.73,46.91,19.49,England
605680,Janneman Malan,RHB,77,2173,1660,130.9,72,1382,307,230,77,669,40.3,63.6,30.18,South Africa
1112537,Jordan Cox,RHB,96,2169,1595,135.99,78,1152,250,174,76,491,30.78,53.11,27.81,England
311158,Ben Stokes,LHB,98,2162,1592,135.8,92,1242,268,183,85,557,34.99,57.45,23.5,England
280734,Imrul Kayes,LHB,102,2153,1830,117.65,89,1306,283,196,87,775,42.35,60.66,24.19,Bangladesh
605575,Matthew Short,RHB,86,2144,1520,141.05,77,1272,274,186,88,550,36.18,59.33,27.84,Australia
46148,Richard Levi,RHB,80,2141,1435,149.2,74,1532,339,251,88,559,38.95,71.56,28.93,South Africa
52983,Marlon Samuels,RHB,81,2139,1825,117.21,65,1230,269,192,77,748,40.99,57.5,32.91,West Indies
331375,Hamish Rutherford,LHB,97,2134,1523,140.12,94,1438,316,229,87,605,39.72,67.39,22.7,New Zealand
1070168,Prithvi Shaw,RHB,87,2112,1397,151.18,85,1490,335,260,75,519,37.15,70.55,24.85,India
781285,Jake Weatherald,LHB,84,2109,1596,132.14,73,1358,295,206,89,652,40.85,64.39,28.89,Australia
714451,Shivam Dube,LHB,89,2105,1466,143.59,66,1304,261,131,130,497,33.9,61.95,31.89,India
234675,Ravindra Jadeja,LHB,131,2105,1577,133.48,73,1062,229,156,73,468,29.68,50.45,28.84,India
497121,Deepak Hooda,RHB,120,2103,1556,135.15,95,1128,237,147,90,484,31.11,53.64,22.14,India
457249,Carlos Brathwaite,RHB,177,2097,1534,136.7,129,1370,276,143,133,618,40.29,65.33,16.26,West Indies
914541,Sherfane Rutherford,LHB,105,2097,1533,136.79,81,1352,270,134,136,616,40.18,64.47,25.89,West Indies
471342,Krunal Pandya,LHB,128,2096,1594,131.49,89,1168,255,181,74,569,35.7,55.73,23.55,India
793457,Hazratullah Zazai,LHB,84,2094,1506,139.04,80,1536,324,204,120,692,45.95,73.35,26.18,Afghanistan
716733,Khushdil Shah,LHB,116,2093,1521,137.61,87,1278,266,159,107,533,35.04,61.06,24.06,Pakistan
38699,Ross Taylor,RHB,97,2093,1740,120.29,66,1032,216,132,84,597,34.31,49.31,31.71,New Zealand
5236,Callum Ferguson,RHB,82,2083,1623,128.34,70,1014,231,186,45,472,29.08,48.68,29.76,Australia
379890,Chad Bowes,RHB,80,2072,1430,144.9,78,1350,309,252,57,521,36.43,65.15,26.56,New Zealand
21440,John Simpson,LHB,108,2070,1572,131.68,91,1044,219,135,84,481,30.6,50.43,22.75,England
471202,Brett D'Oliveira,RHB,98,2069,1598,129.47,87,1072,241,187,54,490,30.66,51.81,23.78,England
707113,Tom Bruce,RHB,92,2068,1498,138.05,79,1194,258,177,81,466,31.11,57.74,26.18,New Zealand
501011,Cameron Bancroft,RHB,85,2066,1679,123.05,68,898,200,151,49,517,30.79,43.47,30.38,Australia
633660,Virandeep Singh,RHB,70,2057,1674,122.88,59,1212,261,177,84,658,39.31,58.92,34.86,Malaysia
571761,Daniel Hughes,LHB,81,2056,1663,123.63,68,1024,234,190,44,570,34.28,49.81,30.24,Australia
1099224,Will Smeed,RHB,81,2051,1383,148.3,79,1450,308,199,109,565,40.85,70.7,25.96,England
788101,Tom Moores,LHB,105,2046,1519,134.69,83,1216,259,169,90,536,35.29,59.43,24.65,England
1168651,Haider Ali,RHB,106,2045,1527,133.92,94,1286,274,179,95,590,38.64,62.89,21.76,Pakistan
42639,Shahid Afridi,RHB,142,2040,1325,153.96,121,1366,272,133,139,477,36.0,66.96,16.86,Pakistan
417514,Ben Cox,RHB,108,2037,1627,125.2,73,1012,229,181,48,498,30.61,49.68,27.9,England
793463,Rashid Khan,RHB,218,2033,1385,146.79,146,1364,276,146,130,563,40.65,67.09,13.92,Afghanistan
269237,Mohammad Mithun,RHB,98,2031,1766,115.01,89,1020,217,141,76,663,37.54,50.22,22.82,Bangladesh
671805,George Munsey,LHB,74,2017,1409,143.15,70,1450,322,241,81,604,42.87,71.89,28.81,Scotland
214265,Tom Westley,RHB,81,2016,1615,124.83,73,1116,260,222,38,576,35.67,55.36,27.62,England
554691,Axar Patel,LHB,136,2013,1500,134.2,96,1100,227,131,96,486,32.4,54.64,20.97,India
380354,Anamul Haque,RHB,102,2004,1747,114.71,93,1118,244,173,71,727,41.61,55.79,21.55,Bangladesh
437669,Jordan Silk,RHB,87,1983,1566,126.63,60,816,184,144,40,434,27.71,41.15,33.05,Australia
1070183,Abhishek Sharma,LHB,79,1959,1245,157.35,69,1370,289,182,107,439,35.26,69.93,28.39,India
232435,Calum MacLeod,RHB,90,1950,1665,117.12,81,1000,234,202,32,638,38.32,51.28,24.07,Scotland
502714,Mitchell Santner,LHB,128,1949,1478,131.87,87,1126,238,151,87,560,37.89,57.77,22.4,New Zealand
342619,Bhanuka Rajapaksa,LHB,93,1949,1419,137.35,81,1236,265,177,88,537,37.84,63.42,24.06,Sri Lanka
961407,Harry Tector,RHB,94,1939,1579,122.8,76,938,209,158,51,498,31.54,48.38,25.51,Ireland
643197,Max O'Dowd,RHB,76,1936,1629,118.85,74,1078,245,196,49,658,40.39,55.68,26.16,Netherlands
300631,Kusal Perera,LHB,75,1919,1442,133.08,73,1088,243,185,58,489,33.91,56.7,26.29,Sri Lanka
277662,Corey Anderson,LHB,92,1915,1446,132.43,76,1126,225,112,113,544,37.62,58.8,25.2,United States of America
347661,Luis Reece,LHB,87,1914,1454,131.64,80,1150,252,181,71,555,38.17,60.08,23.92,England
391485,Jason Holder,RHB,150,1897,1488,127.49,108,1142,232,125,107,592,39.78,60.2,17.56,West Indies
372116,Temba Bavuma,RHB,75,1869,1482,126.11,70,906,200,147,53,475,32.05,48.48,26.7,South Africa
386774,Chris Cooke,RHB,92,1844,1327,138.96,72,1008,209,123,86,390,29.39,54.66,25.61,England
557295,Hilton Cartwright,RHB,85,1828,1478,123.68,64,956,209,149,60,538,36.4,52.3,28.56,Australia
595978,Tristan Stubbs,RHB,77,1814,1149,157.88,59,1090,218,109,109,316,27.5,60.09,30.75,South Africa
517249,Jack Leaning,RHB,85,1814,1373,132.12,64,906,191,120,71,422,30.74,49.94,28.34,England
9062,Ian Bell,RHB,57,1809,1400,129.21,50,1000,227,181,46,504,36.0,55.28,36.18,England
